N,P,K,temperature,humidity,pH,rainfall,crop,variety
162.64,148.54,157.05,27.24,75.53,6.58,164.68,Papaya,Papaya
113.02,45.05,46.92,22.39,51.39,6.94,94.69,Green Chilli,Green Chilly
234.66,51.63,272.58,25.67,80.62,6.18,159.54,Banana,Other
86.0,50.12,45.94,27.87,61.77,7.47,61.96,Green Chilli,Green Chilly
73.19,40.55,46.01,13.88,50.09,7.26,65.29,Garlic,Garlic
72.61,38.1,41.56,26.81,65.88,6.32,97.21,Bhindi(Ladies Finger),Bhindi
22.58,38.76,26.31,34.13,70.11,6.23,54.33,Green Gram Dal(Moong Dal),Green Gram Dal
27.13,52.31,22.58,29.54,67.58,6.24,66.2,Arhar Dal(Tur Dal),Arhar Dal(Tur)
77.56,28.31,78.47,16.32,69.13,5.83,86.98,Apple,Apple
98.4,50.25,41.45,29.85,66.83,6.66,92.24,Green Chilli,Green Chilly
86.43,43.25,59.97,24.79,52.85,6.48,54.21,Green Chilli,Green Chilly
90.15,43.4,42.95,19.8,61.71,7.84,73.1,Wheat,Local
45.28,29.36,31.66,29.51,40.76,7.88,34.2,Bajra(Pearl Millet/Cumbu),Hybrid
80.31,41.92,42.62,21.59,66.82,6.07,158.01,Paddy(Basmati),Basmati
96.54,47.29,59.38,19.05,55.12,7.23,74.36,Onion,Local
35.09,62.59,49.2,21.96,56.54,6.77,60.65,Soyabean,Local
112.79,60.81,51.93,16.69,73.75,6.08,91.61,Cabbage,Cabbage
84.55,54.97,59.89,15.26,68.0,7.96,56.36,Wheat,Local
110.39,76.04,69.86,23.74,84.42,6.08,112.51,Tomato,Tomato
34.28,51.53,45.09,26.76,64.37,6.95,73.03,Soyabean,Local
128.99,91.47,89.14,19.95,77.39,6.08,74.51,Potato,Potato
17.71,42.24,21.1,32.54,65.82,6.18,57.39,Green Gram Dal(Moong Dal),Green Gram Dal
56.04,23.84,113.29,31.02,80.28,6.04,202.35,Coconut,Coconut
36.2,57.15,41.55,28.71,56.11,6.76,61.62,Groundnut,Local
101.94,45.6,45.33,28.3,67.11,6.74,75.17,Brinjal,Brinjal
27.51,48.11,32.81,20.87,53.84,6.05,44.37,Bengal Gram(Gram)(Whole),Desi (Whole)
91.75,56.86,109.38,34.88,60.29,7.06,116.43,Mango(Raw-Ripe),Other
116.59,50.45,46.53,31.18,87.93,5.66,198.14,Rice,Common
109.29,58.35,95.87,20.9,77.74,5.59,159.7,Ginger(Green),Green Ginger
124.66,42.65,111.07,21.11,67.68,6.41,135.47,Orange,Orange
185.84,78.14,105.42,32.12,75.89,6.27,150.3,Sugarcane,Other
65.32,40.0,37.59,28.43,40.68,7.54,78.55,Bajra(Pearl Millet/Cumbu),Hybrid
72.32,42.52,39.08,23.84,79.78,6.62,187.45,Paddy(Basmati),Basmati
72.8,48.86,37.6,24.47,79.18,6.25,166.64,Paddy(Basmati),Basmati
61.25,45.21,81.09,15.63,60.41,7.35,85.54,Grapes,Other
129.89,86.96,92.94,17.47,77.49,5.61,98.33,Potato,Potato
119.71,76.13,74.87,24.44,84.45,6.49,70.54,Tomato,Tomato
81.1,34.77,48.17,20.04,57.75,7.27,66.55,Mustard,Mustard
35.92,69.1,38.6,20.98,60.47,7.48,115.17,Soyabean,Local
41.94,26.5,35.07,27.09,41.96,6.43,71.26,Bajra(Pearl Millet/Cumbu),Hybrid
91.65,52.64,84.42,20.8,71.29,5.97,149.02,Ginger(Green),Green Ginger
116.17,42.7,44.47,21.96,62.11,7.45,58.49,Green Chilli,Green Chilly
110.93,51.49,42.67,26.45,64.53,6.99,60.05,Brinjal,Brinjal
192.98,60.48,80.36,26.81,70.58,6.23,172.77,Sugarcane,Other
215.57,114.9,203.8,30.14,70.2,6.1,167.47,Papaya,Papaya
49.91,38.6,27.06,23.76,59.44,6.91,74.82,Coriander(Leaves),Coriander
81.41,44.68,52.38,22.77,61.26,7.45,50.59,Pumpkin,Pumpkin
79.2,38.07,30.07,16.83,61.99,6.43,73.87,Mustard,Mustard
87.65,36.5,34.39,18.77,67.67,6.04,49.28,Mustard,Mustard
21.11,34.25,16.27,29.13,52.15,7.2,58.3,Green Gram Dal(Moong Dal),Green Gram Dal
79.66,47.87,51.94,20.29,51.85,6.45,68.05,Garlic,Garlic
99.84,40.53,93.62,31.24,52.04,6.97,104.45,Mango(Raw-Ripe),Other
106.82,59.05,55.25,16.79,64.5,6.19,71.29,Wheat,Local
128.19,61.77,65.14,22.57,60.57,7.17,93.66,Maize,Hybrid/Local
53.68,36.62,23.69,15.11,60.84,6.79,56.89,Coriander(Leaves),Coriander
76.61,42.23,45.37,15.66,53.62,6.8,78.25,Mustard,Mustard
149.55,58.7,65.35,19.77,59.66,6.76,100.49,Maize,Hybrid/Local
116.72,49.84,42.45,16.89,61.02,7.24,52.79,Onion,Local
79.45,46.78,37.01,18.1,59.9,7.88,50.8,Mustard,Mustard
131.34,52.97,56.1,15.17,74.65,7.1,63.41,Cauliflower,Cauliflower
162.86,63.56,109.78,26.13,65.83,6.61,195.39,Sugarcane,Other
170.39,44.75,224.53,30.17,76.41,7.15,152.5,Banana,Other
69.84,35.3,42.49,23.9,54.61,7.73,68.13,Mustard,Mustard
92.06,55.89,43.56,18.21,57.32,7.38,93.1,Onion,Local
88.22,43.97,42.57,17.82,55.23,6.32,65.09,Mustard,Mustard
89.87,44.32,46.73,22.86,54.16,7.18,66.68,Onion,Local
49.9,34.55,38.6,23.43,69.03,7.32,50.54,Coriander(Leaves),Coriander
76.64,49.66,32.59,24.47,74.29,6.98,162.01,Paddy(Basmati),Basmati
45.88,33.46,28.18,18.19,67.75,6.46,75.83,Coriander(Leaves),Coriander
241.5,64.36,111.06,28.89,76.62,7.9,238.48,Sugarcane,Other
117.11,67.42,74.93,26.86,68.23,6.49,142.09,Tomato,Tomato
69.93,47.84,64.68,28.85,57.17,6.9,58.95,Grapes,Other
29.75,49.47,18.5,25.67,54.47,6.35,63.75,Green Gram Dal(Moong Dal),Green Gram Dal
149.9,52.75,111.09,22.58,72.66,6.72,131.25,Turmeric(raw),Other
212.8,103.64,213.11,30.65,68.05,6.08,126.68,Papaya,Papaya
91.33,34.73,78.4,23.97,59.3,6.52,97.02,Grapes,Other
50.5,26.77,38.41,31.9,45.24,6.56,36.48,Bajra(Pearl Millet/Cumbu),Hybrid
83.08,31.3,43.96,26.37,73.28,7.15,62.35,Bhindi(Ladies Finger),Bhindi
115.59,56.25,49.41,27.99,69.7,6.16,119.09,Brinjal,Brinjal
59.04,39.46,22.92,25.69,50.65,6.44,70.94,Bajra(Pearl Millet/Cumbu),Hybrid
69.35,38.5,40.82,24.6,81.17,5.5,123.23,Paddy(Basmati),Basmati
22.03,64.01,41.94,22.96,60.64,7.39,71.05,Soyabean,Local
41.46,35.08,68.08,19.24,73.61,6.35,107.07,Apple,Apple
37.7,40.48,20.51,23.0,54.9,7.19,58.31,Bengal Gram(Gram)(Whole),Desi (Whole)
52.96,25.81,80.92,34.3,80.26,7.04,156.57,Coconut,Coconut
145.39,65.26,64.49,18.48,64.5,6.09,76.11,Cauliflower,Cauliflower
149.09,54.7,52.87,19.41,61.93,6.36,63.19,Cabbage,Cabbage
47.33,31.56,69.1,18.8,60.31,5.58,88.6,Apple,Apple
160.67,56.36,204.66,30.28,85.73,6.35,171.8,Banana,Other
193.66,60.3,297.53,27.6,85.54,7.16,211.05,Banana,Other
149.3,69.98,55.37,26.43,67.17,6.35,76.81,Maize,Hybrid/Local
94.74,46.32,51.8,15.19,68.87,6.81,56.88,Onion,Local
108.59,68.34,69.29,24.88,73.33,6.1,76.73,Maize,Hybrid/Local
74.6,38.67,49.18,25.51,72.99,6.5,77.38,Bhindi(Ladies Finger),Bhindi
68.25,37.89,37.4,25.1,53.0,7.46,79.21,Bajra(Pearl Millet/Cumbu),Hybrid
100.88,42.47,48.63,23.97,65.49,6.69,93.13,Green Chilli,Green Chilly
48.99,31.79,90.63,33.09,84.79,6.94,177.84,Coconut,Coconut
123.95,67.41,70.71,23.86,74.31,6.51,129.37,Tomato,Tomato
101.24,51.39,88.34,30.97,70.89,6.02,131.7,Mango(Raw-Ripe),Other
83.42,54.35,50.47,27.22,69.57,6.98,77.02,Green Chilli,Green Chilly
184.71,72.91,102.68,26.17,73.85,6.93,244.39,Sugarcane,Other
29.79,45.67,45.47,25.06,67.24,7.3,69.14,Groundnut,Local
92.81,42.23,56.95,21.43,56.57,7.44,85.19,Garlic,Garlic
79.99,28.42,26.85,29.92,53.75,7.41,40.52,Bajra(Pearl Millet/Cumbu),Hybrid
118.61,78.06,79.53,24.82,72.22,6.97,98.69,Tomato,Tomato
74.83,21.12,111.66,34.12,70.33,5.97,175.24,Coconut,Coconut
87.83,41.02,68.8,25.44,51.5,6.41,85.45,Grapes,Other
37.76,53.96,49.29,24.28,55.67,6.09,63.62,Soyabean,Local
95.19,52.28,58.85,21.38,55.62,7.21,85.85,Onion,Local
34.41,53.8,39.95,18.84,52.5,7.61,73.86,Bengal Gram(Gram)(Whole),Desi (Whole)
118.61,52.55,67.23,20.94,72.39,6.43,111.43,Maize,Hybrid/Local
63.58,26.55,63.0,19.33,78.04,6.1,111.79,Apple,Apple
66.94,21.71,117.66,28.49,84.17,6.94,192.3,Coconut,Coconut
43.73,25.2,115.34,30.9,77.08,7.31,236.26,Coconut,Coconut
105.39,45.68,99.48,22.61,79.56,6.96,84.12,Orange,Orange
89.05,43.79,99.98,28.24,50.55,7.01,68.11,Grapes,Other
76.42,49.34,45.08,12.41,65.75,7.24,72.44,Garlic,Garlic
111.11,41.97,54.95,29.05,64.44,6.11,51.85,Green Chilli,Green Chilly
105.55,46.0,48.85,21.39,54.86,7.68,84.69,Wheat,Local
63.54,54.8,43.19,26.51,57.45,6.5,88.72,Pumpkin,Pumpkin
177.09,82.09,97.14,17.27,71.12,5.24,94.37,Potato,Potato
77.9,34.47,42.29,18.14,52.13,7.96,78.35,Mustard,Mustard
103.5,63.83,54.76,19.31,69.1,7.49,63.07,Cabbage,Cabbage
26.69,38.92,20.18,34.91,77.92,6.12,40.57,Green Gram Dal(Moong Dal),Green Gram Dal
119.66,50.96,53.99,20.75,50.7,6.39,59.53,Onion,Local
111.24,59.68,49.24,26.75,68.13,7.54,61.84,Cotton,Other
107.12,53.22,51.39,21.23,77.77,6.76,78.41,Cauliflower,Cauliflower
118.02,73.87,72.55,19.54,76.0,7.25,71.53,Tomato,Tomato
169.18,58.08,239.44,26.1,75.26,7.05,242.56,Banana,Other
36.25,40.8,20.29,26.0,56.85,6.98,60.47,Arhar Dal(Tur Dal),Arhar Dal(Tur)
191.37,57.22,278.74,27.26,89.27,6.26,236.87,Banana,Other
239.78,65.81,272.66,27.86,93.25,6.68,226.95,Banana,Other
146.76,50.28,63.02,19.4,74.9,6.25,89.13,Cabbage,Cabbage
53.81,23.23,82.94,20.65,77.22,5.81,86.19,Apple,Apple
111.79,48.88,54.24,27.31,71.23,6.35,99.0,Brinjal,Brinjal
65.33,45.88,44.78,28.52,50.38,6.05,74.5,Pumpkin,Pumpkin
102.29,41.13,111.47,27.02,72.56,5.79,123.04,Turmeric(raw),Other
119.88,50.29,50.96,20.13,69.85,6.53,62.98,Maize,Hybrid/Local
43.13,35.1,32.19,21.66,65.07,6.46,76.91,Coriander(Leaves),Coriander
81.38,40.0,69.0,16.09,69.82,6.9,82.6,Grapes,Other
106.27,44.78,43.38,16.34,53.34,6.35,81.92,Onion,Local
67.07,41.83,47.4,16.08,68.87,7.31,62.42,Mustard,Mustard
108.1,60.62,61.41,22.18,59.84,7.15,67.38,Maize,Hybrid/Local
102.01,50.39,56.1,20.76,67.67,6.92,69.04,Green Chilli,Green Chilly
84.3,59.67,58.05,26.12,75.86,6.28,68.5,Brinjal,Brinjal
77.11,23.95,82.31,17.6,78.52,6.14,113.88,Apple,Apple
31.25,52.69,37.16,25.15,56.85,6.45,65.3,Arhar Dal(Tur Dal),Arhar Dal(Tur)
66.1,37.86,38.78,15.26,53.83,7.83,57.99,Mustard,Mustard
108.35,54.66,119.19,29.12,46.77,6.97,148.43,Mango(Raw-Ripe),Other
76.91,46.97,34.51,23.26,74.09,6.17,163.25,Paddy(Basmati),Basmati
101.41,48.15,59.8,15.39,56.44,7.99,58.92,Wheat,Local
88.22,53.21,95.53,22.52,79.13,6.42,185.06,Ginger(Green),Green Ginger
36.07,57.75,20.38,20.39,62.91,7.27,77.13,Arhar Dal(Tur Dal),Arhar Dal(Tur)
78.16,29.86,72.92,17.59,64.12,6.04,95.96,Apple,Apple
67.92,31.13,38.67,23.79,61.85,7.61,72.48,Mustard,Mustard
106.34,49.26,50.44,20.58,66.71,7.36,75.0,Wheat,Local
103.78,52.72,59.82,30.97,65.67,7.53,69.05,Cotton,Other
111.95,42.47,96.16,25.5,64.77,5.86,159.54,Ginger(Green),Green Ginger
45.11,30.64,64.48,18.82,61.16,5.88,117.17,Apple,Apple
30.35,58.74,37.57,21.34,53.5,7.19,98.44,Groundnut,Local
108.71,53.56,54.13,18.8,62.33,7.11,66.47,Wheat,Local
70.68,27.37,35.57,27.22,45.77,6.54,42.55,Bajra(Pearl Millet/Cumbu),Hybrid
22.92,49.57,27.71,23.74,67.0,7.44,81.69,Arhar Dal(Tur Dal),Arhar Dal(Tur)
102.83,44.96,40.25,25.33,77.86,6.7,284.33,Rice,Common
87.08,44.08,45.15,25.48,64.89,6.76,73.9,Bhindi(Ladies Finger),Bhindi
92.06,36.59,49.59,24.36,78.11,6.54,160.21,Paddy(Basmati),Basmati
113.48,49.08,109.72,32.29,52.58,6.92,94.05,Mango(Raw-Ripe),Other
80.55,56.02,43.38,17.63,68.99,6.87,95.47,Garlic,Garlic
32.8,58.78,49.18,27.89,66.67,7.21,85.27,Soyabean,Local
68.46,53.38,46.09,25.26,53.79,7.0,68.27,Pumpkin,Pumpkin
67.5,32.5,36.96,16.9,68.93,6.54,61.16,Mustard,Mustard
96.25,45.79,47.16,30.03,71.03,6.64,86.26,Bhindi(Ladies Finger),Bhindi
72.28,39.7,44.77,15.82,50.36,6.16,78.81,Mustard,Mustard
176.7,87.16,116.81,20.45,77.95,5.09,92.11,Potato,Potato
68.87,37.76,38.84,28.42,83.46,6.15,171.43,Paddy(Basmati),Basmati
157.15,113.58,96.56,19.55,61.97,6.35,87.39,Potato,Potato
133.54,54.65,60.79,20.74,67.11,6.51,60.53,Cabbage,Cabbage
98.01,59.2,50.65,23.03,67.6,6.74,88.23,Onion,Local
124.66,40.13,101.71,22.1,78.1,7.29,166.98,Turmeric(raw),Other
108.4,53.91,52.54,31.48,78.85,6.56,191.47,Rice,Common
78.27,28.63,100.22,29.0,70.47,5.82,224.68,Coconut,Coconut
233.64,69.21,108.68,27.66,74.11,6.71,240.25,Sugarcane,Other
108.14,41.13,48.61,23.8,64.62,6.97,90.68,Brinjal,Brinjal
99.78,52.88,46.82,19.07,67.01,6.95,58.29,Wheat,Local
123.51,50.9,43.59,26.86,59.03,6.59,63.41,Cotton,Other
144.47,67.03,71.54,23.69,78.54,7.44,141.43,Tomato,Tomato
23.84,42.72,25.2,33.12,61.39,7.34,75.13,Green Gram Dal(Moong Dal),Green Gram Dal
215.04,108.16,210.53,32.5,67.5,6.78,183.49,Papaya,Papaya
118.57,60.0,107.56,22.68,66.23,6.08,143.06,Ginger(Green),Green Ginger
71.05,21.93,34.05,31.22,55.87,6.63,56.89,Bajra(Pearl Millet/Cumbu),Hybrid
105.43,44.45,47.05,31.69,76.13,7.53,85.25,Cotton,Other
22.28,55.46,44.7,21.75,65.04,7.13,56.52,Groundnut,Local
99.95,53.4,95.31,30.1,60.27,6.57,132.26,Mango(Raw-Ripe),Other
119.2,55.05,40.97,26.07,69.41,7.5,103.44,Cotton,Other
189.03,57.7,86.23,25.66,72.5,6.76,225.19,Sugarcane,Other
155.61,111.14,82.03,15.96,60.97,6.44,51.39,Potato,Potato
128.08,58.42,103.26,25.39,67.56,6.09,161.83,Turmeric(raw),Other
130.17,58.91,117.91,22.72,63.97,7.08,182.04,Turmeric(raw),Other
26.02,62.98,39.16,28.4,67.9,6.3,79.84,Soyabean,Local
63.33,30.59,44.4,22.94,63.24,7.03,63.6,Mustard,Mustard
23.63,53.26,44.27,29.67,61.54,6.04,115.16,Soyabean,Local
118.92,53.2,59.49,22.21,77.71,6.31,119.26,Brinjal,Brinjal
225.35,73.07,103.1,32.54,84.77,6.65,232.59,Sugarcane,Other
94.08,48.28,45.49,26.97,67.33,6.45,50.18,Green Chilli,Green Chilly
77.71,39.23,87.69,16.44,58.91,7.24,55.26,Grapes,Other
73.25,45.85,45.36,20.65,62.35,7.22,54.66,Pumpkin,Pumpkin
87.59,41.12,59.57,18.33,56.54,7.9,58.31,Wheat,Local
106.06,50.26,101.8,24.8,63.81,7.04,144.05,Turmeric(raw),Other
63.27,52.6,44.06,23.38,52.57,6.76,80.3,Garlic,Garlic
30.13,47.38,43.05,21.09,59.66,6.83,77.34,Groundnut,Local
63.32,40.05,48.46,21.81,82.28,6.54,173.43,Paddy(Basmati),Basmati
90.44,49.47,50.16,20.51,56.15,6.35,74.63,Wheat,Local
91.91,41.96,47.98,28.59,60.54,6.75,94.78,Green Chilli,Green Chilly
48.92,31.4,21.29,24.82,56.41,6.8,78.02,Coriander(Leaves),Coriander
84.65,42.3,56.32,12.24,68.7,6.5,86.84,Garlic,Garlic
97.47,48.84,82.81,26.75,65.87,6.02,55.84,Grapes,Other
244.16,67.7,110.07,23.17,63.42,6.28,184.43,Sugarcane,Other
110.53,79.07,70.92,24.82,68.28,7.26,89.47,Tomato,Tomato
23.84,50.48,32.28,21.75,58.21,6.27,84.57,Groundnut,Local
81.31,56.19,56.01,20.03,65.56,6.73,67.83,Onion,Local
157.79,83.38,110.33,20.91,72.05,6.06,66.79,Potato,Potato
25.43,32.14,28.7,28.31,63.82,6.48,79.78,Green Gram Dal(Moong Dal),Green Gram Dal
110.39,51.84,59.39,25.6,58.73,6.01,112.21,Maize,Hybrid/Local
82.82,55.55,80.02,22.23,60.66,5.56,121.69,Ginger(Green),Green Ginger
63.82,47.93,35.16,21.47,82.39,5.74,197.53,Paddy(Basmati),Basmati
57.06,36.27,99.93,20.2,78.93,5.86,90.81,Apple,Apple
35.18,59.56,41.77,26.54,58.54,6.1,58.66,Groundnut,Local
27.51,69.6,30.49,26.06,56.87,6.52,82.25,Soyabean,Local
103.2,40.45,49.15,28.62,60.12,7.8,66.46,Cotton,Other
130.77,52.09,45.33,30.59,79.63,6.3,74.91,Cotton,Other
224.09,61.92,80.17,22.76,77.28,7.42,241.92,Sugarcane,Other
87.49,52.51,53.45,21.58,62.2,6.58,75.0,Wheat,Local
83.41,47.41,49.37,18.56,54.97,6.73,75.39,Wheat,Local
107.31,78.35,73.24,22.65,84.52,7.2,60.32,Tomato,Tomato
134.0,68.3,53.33,21.96,63.65,6.51,54.72,Cauliflower,Cauliflower
85.65,46.68,45.03,17.92,55.51,6.46,85.33,Onion,Local
81.68,45.14,46.19,21.42,56.84,7.73,41.56,Mustard,Mustard
72.98,21.61,34.77,34.48,41.4,6.98,31.63,Bajra(Pearl Millet/Cumbu),Hybrid
186.71,73.73,104.53,29.96,69.42,6.99,203.74,Sugarcane,Other
100.18,45.64,96.47,26.24,70.01,6.69,147.41,Orange,Orange
71.5,40.07,34.91,27.14,78.96,6.91,85.96,Bhindi(Ladies Finger),Bhindi
32.18,58.54,25.01,23.07,57.91,6.56,96.63,Arhar Dal(Tur Dal),Arhar Dal(Tur)
145.66,43.2,51.59,25.46,63.5,7.45,82.6,Cotton,Other
90.51,36.24,83.81,20.57,66.54,6.79,91.14,Grapes,Other
110.99,56.56,54.02,24.16,54.12,6.91,55.41,Green Chilli,Green Chilly
118.87,41.9,53.28,29.76,79.98,6.48,229.51,Rice,Common
27.92,59.58,30.73,23.64,61.26,7.33,75.03,Soyabean,Local
133.95,56.6,60.13,21.46,60.22,6.19,93.08,Cabbage,Cabbage
147.0,115.66,81.99,15.75,65.4,5.59,84.21,Potato,Potato
62.6,33.54,93.31,28.39,74.02,5.77,239.01,Coconut,Coconut
88.59,41.62,46.62,24.59,51.9,6.15,64.24,Pumpkin,Pumpkin
42.61,28.05,70.82,18.78,68.0,5.56,83.2,Apple,Apple
86.32,52.83,44.64,29.56,51.62,6.01,80.83,Pumpkin,Pumpkin
88.35,33.94,80.6,18.98,61.02,7.03,98.23,Grapes,Other
100.12,56.48,50.76,21.51,53.92,6.1,81.45,Onion,Local
104.08,59.53,67.75,19.93,77.29,6.54,50.78,Cabbage,Cabbage
159.44,62.01,279.03,29.37,94.02,6.6,204.91,Banana,Other
105.24,42.65,47.01,26.05,77.52,6.46,95.5,Brinjal,Brinjal
42.57,31.96,34.47,23.64,65.76,7.32,47.46,Coriander(Leaves),Coriander
90.56,56.02,54.54,22.26,66.04,6.64,115.3,Brinjal,Brinjal
81.38,57.71,95.0,20.06,71.25,6.37,196.58,Ginger(Green),Green Ginger
155.92,118.37,87.16,19.74,64.03,5.58,87.78,Potato,Potato
134.56,57.65,98.29,16.59,63.31,6.09,134.31,Orange,Orange
29.53,49.09,36.98,21.26,66.39,6.09,91.24,Groundnut,Local
23.14,46.33,33.2,19.8,47.64,7.81,42.18,Bengal Gram(Gram)(Whole),Desi (Whole)
97.23,56.38,46.45,26.45,69.91,7.21,74.65,Pumpkin,Pumpkin
139.17,62.62,79.83,19.79,82.56,6.18,83.53,Tomato,Tomato
173.1,52.26,98.24,33.04,68.33,7.9,220.57,Sugarcane,Other
54.05,35.48,31.4,31.93,51.49,6.14,40.26,Bajra(Pearl Millet/Cumbu),Hybrid
109.39,50.84,58.26,30.08,78.06,6.04,292.93,Rice,Common
32.84,49.11,33.93,22.77,61.12,6.23,74.44,Arhar Dal(Tur Dal),Arhar Dal(Tur)
85.68,41.19,45.5,22.23,71.64,5.92,147.3,Paddy(Basmati),Basmati
127.96,58.78,112.24,17.08,60.37,6.64,87.66,Orange,Orange
61.02,26.37,102.0,28.59,70.21,7.26,229.57,Coconut,Coconut
118.14,53.91,64.41,16.81,78.94,6.83,83.27,Cabbage,Cabbage
219.29,61.83,110.95,25.07,69.66,7.93,192.33,Sugarcane,Other
30.63,59.29,47.64,21.7,66.68,7.14,79.48,Soyabean,Local
117.89,49.06,82.71,21.31,63.28,6.69,81.92,Orange,Orange
82.97,32.4,40.77,29.34,62.18,7.14,98.61,Bhindi(Ladies Finger),Bhindi
94.5,46.85,46.77,22.25,50.45,7.91,69.11,Wheat,Local
91.22,32.04,93.75,18.79,62.29,6.9,63.57,Grapes,Other
117.67,50.49,50.25,18.66,79.45,7.01,91.28,Cabbage,Cabbage
62.35,49.36,41.47,28.66,54.52,6.98,69.64,Pumpkin,Pumpkin
23.58,31.82,26.46,26.28,59.05,7.23,41.73,Green Gram Dal(Moong Dal),Green Gram Dal
91.81,51.56,81.69,33.08,48.97,6.1,84.95,Mango(Raw-Ripe),Other
77.19,33.39,88.54,34.52,72.66,7.31,152.22,Coconut,Coconut
65.05,35.9,40.66,19.9,58.65,6.37,49.76,Mustard,Mustard
32.9,49.22,23.56,26.83,68.31,7.12,68.48,Arhar Dal(Tur Dal),Arhar Dal(Tur)
98.91,53.44,49.99,13.03,64.76,6.18,55.13,Garlic,Garlic
33.48,55.95,34.4,27.49,66.0,6.2,55.08,Groundnut,Local
104.97,52.5,97.98,32.96,74.19,6.73,134.75,Mango(Raw-Ripe),Other
129.29,40.43,103.83,24.66,60.71,5.99,141.33,Turmeric(raw),Other
34.3,59.98,33.4,24.37,61.81,6.6,83.75,Arhar Dal(Tur Dal),Arhar Dal(Tur)
187.36,116.21,233.93,29.23,74.54,7.39,111.09,Papaya,Papaya
114.66,68.62,53.15,21.75,74.93,7.07,101.28,Maize,Hybrid/Local
47.86,34.26,81.08,28.58,77.68,7.68,236.7,Coconut,Coconut
80.29,42.59,49.78,20.06,60.56,6.75,57.04,Pumpkin,Pumpkin
91.65,50.91,50.64,27.61,65.37,6.14,91.01,Green Chilli,Green Chilly
105.28,47.76,85.75,21.59,69.54,5.75,164.31,Ginger(Green),Green Ginger
102.08,48.75,117.46,33.73,62.26,6.39,112.23,Mango(Raw-Ripe),Other
79.15,23.1,69.01,18.35,67.95,6.21,95.22,Apple,Apple
109.11,40.24,101.71,25.93,76.58,6.46,156.74,Ginger(Green),Green Ginger
27.74,40.37,36.06,24.49,56.63,7.48,91.48,Arhar Dal(Tur Dal),Arhar Dal(Tur)
28.6,39.87,29.16,30.35,65.11,6.33,51.13,Green Gram Dal(Moong Dal),Green Gram Dal
80.31,35.02,31.27,18.6,53.32,7.86,42.82,Mustard,Mustard
106.45,65.29,51.71,16.3,60.81,7.41,84.72,Cauliflower,Cauliflower
169.35,125.7,249.07,25.23,60.69,6.63,165.92,Papaya,Papaya
188.06,59.05,87.28,30.83,69.58,7.9,151.88,Sugarcane,Other
246.81,54.36,119.18,20.8,66.31,6.09,218.16,Sugarcane,Other
154.7,55.33,89.17,21.44,62.82,6.31,222.66,Sugarcane,Other
96.94,47.81,49.62,27.82,70.86,6.91,239.1,Rice,Common
72.09,38.37,30.0,28.57,49.93,7.57,35.98,Bajra(Pearl Millet/Cumbu),Hybrid
59.33,33.11,35.58,20.74,62.8,6.03,68.9,Coriander(Leaves),Coriander
89.2,42.21,49.34,21.55,69.96,6.13,53.64,Mustard,Mustard
106.59,47.84,41.27,18.65,64.62,6.94,95.82,Onion,Local
38.42,49.94,43.52,28.74,57.81,6.6,73.77,Groundnut,Local
81.41,47.12,52.51,23.36,86.48,5.5,254.31,Rice,Common
132.3,69.88,53.45,21.71,70.67,6.21,71.87,Cabbage,Cabbage
63.48,49.25,33.55,23.24,51.16,7.34,74.57,Mustard,Mustard
146.67,48.86,55.79,33.59,55.07,6.65,83.42,Cotton,Other
142.86,62.63,62.03,21.87,66.74,7.24,55.88,Cauliflower,Cauliflower
57.08,30.47,107.89,33.24,89.76,6.99,247.28,Coconut,Coconut
68.25,57.7,54.59,20.56,52.68,6.33,82.99,Pumpkin,Pumpkin
96.66,47.32,119.62,28.67,78.32,6.32,194.47,Ginger(Green),Green Ginger
30.5,40.39,33.78,29.51,51.64,7.31,85.14,Arhar Dal(Tur Dal),Arhar Dal(Tur)
20.81,57.16,48.75,24.43,62.62,6.24,77.97,Groundnut,Local
149.29,43.86,82.56,24.91,66.08,6.22,111.82,Orange,Orange
114.7,44.18,46.62,23.68,68.02,6.92,62.91,Wheat,Local
86.42,31.13,33.45,27.17,68.15,6.01,98.85,Bhindi(Ladies Finger),Bhindi
124.37,60.4,55.2,21.06,73.78,6.64,77.24,Cauliflower,Cauliflower
102.92,50.23,62.74,19.84,60.55,7.45,53.48,Cauliflower,Cauliflower
224.58,57.12,118.69,34.92,61.96,7.99,217.18,Sugarcane,Other
111.71,55.69,56.37,26.01,73.04,6.26,241.48,Rice,Common
129.49,49.33,112.28,25.57,65.07,7.09,164.45,Turmeric(raw),Other
37.78,59.9,31.92,18.32,59.91,6.12,58.72,Bengal Gram(Gram)(Whole),Desi (Whole)
49.14,35.87,63.11,15.66,79.88,6.43,99.91,Apple,Apple
69.12,59.86,40.2,18.68,65.37,6.22,61.28,Garlic,Garlic
66.55,33.36,20.18,27.27,58.65,6.33,33.57,Bajra(Pearl Millet/Cumbu),Hybrid
110.66,67.95,69.41,18.11,72.69,7.22,84.56,Cabbage,Cabbage
91.95,55.51,119.3,20.65,72.76,5.86,190.16,Ginger(Green),Green Ginger
117.27,43.1,114.77,29.32,67.5,6.25,198.98,Ginger(Green),Green Ginger
141.75,50.95,82.56,21.08,70.42,7.45,145.53,Turmeric(raw),Other
243.68,111.86,168.84,26.43,68.38,6.18,150.4,Papaya,Papaya
62.25,30.52,110.36,29.28,82.68,5.97,197.31,Coconut,Coconut
