previous_crop,soil_pH,soil_type,temperature,humidity,rainfall,season,recommended_next_crop
Gram,7.54,clay,30.82,68.67,159.64,Kharif,Cotton
Potato,6.18,loamy,24.61,75.29,132.14,Kharif,Maize
Groundnut,7.26,clay,15.44,61.43,64.93,Rabi,Wheat
Papaya,7.13,loamy,23.48,80.17,64.65,Rabi,Gram
Tomato,6.25,loamy,17.63,58.92,88.61,Rabi,Wheat
Ginger,6.11,sandy_loam,19.6,65.54,58.39,Rabi,Mustard
Mango,7.21,sandy,19.82,79.26,59.96,Rabi,Gram
Rice,5.65,silt_clay,25.3,65.44,160.67,Rabi,Mustard
Groundnut,7.22,sandy_loam,23.72,53.43,57.45,Rabi,Gram
Mango,6.96,sandy_loam,24.67,63.22,63.59,Rabi,Gram
Sugarcane,7.06,silt_clay,20.21,65.42,75.2,Rabi,Mustard
Garlic,6.59,silt_clay,25.26,52.03,111.37,Kharif,Cotton
Ginger,5.87,sandy,21.29,72.48,60.2,Rabi,Wheat
Onion,7.47,silt_clay,29.97,51.44,95.06,Kharif,Cotton
Sugarcane,6.26,silt_clay,19.72,53.2,65.03,Rabi,Mustard
Maize,5.81,sandy,15.93,76.19,94.87,Rabi,Wheat
Papaya,7.34,sandy_loam,17.35,55.93,42.74,Rabi,Mustard
Garlic,7.03,silt_clay,30.89,54.97,75.56,Kharif,Maize
Ginger,6.43,loamy,24.28,61.75,70.42,Rabi,Mustard
Sugarcane,6.9,loamy,24.18,81.06,65.02,Rabi,Gram
Cotton,7.06,sandy_loam,19.63,59.75,66.19,Rabi,Mustard
Bhindi,7.0,sandy,17.05,76.43,72.15,Rabi,Gram
Onion,6.52,clay,33.39,53.63,110.26,Kharif,Maize
Rice,5.63,clay,24.53,68.35,166.11,Rabi,Gram
Coconut,6.7,sandy_loam,24.09,84.81,227.35,Kharif,Maize
Banana,7.41,sandy_loam,16.52,51.33,68.78,Rabi,Gram
Ginger,6.08,clay,21.06,57.02,53.76,Rabi,Wheat
Papaya,7.17,silt_clay,22.18,58.82,77.91,Rabi,Mustard
Cotton,6.96,loamy,22.43,79.68,61.82,Rabi,Gram
Banana,6.77,sandy,19.88,65.77,53.26,Rabi,Mustard
Groundnut,6.92,clay,15.94,76.88,69.89,Rabi,Wheat
Sugarcane,7.5,silt_clay,18.8,53.71,61.25,Rabi,Gram
Mango,6.02,sandy_loam,21.41,78.47,53.98,Rabi,Gram
Maize,6.12,sandy_loam,17.24,73.21,84.51,Rabi,Mustard
Onion,7.01,sandy,27.79,56.31,93.15,Kharif,Maize
Groundnut,6.67,silt_clay,19.99,82.6,63.33,Rabi,Gram
Groundnut,6.2,sandy_loam,24.56,75.69,66.47,Rabi,Gram
Tomato,6.82,loamy,16.85,72.2,90.92,Rabi,Garlic
Bhindi,7.37,sandy_loam,22.03,60.47,70.34,Rabi,Gram
Onion,6.61,sandy,32.1,54.04,84.41,Kharif,Cotton
Banana,6.93,silt_clay,23.63,59.99,46.28,Rabi,Gram
Bhindi,6.61,sandy,18.72,61.14,64.85,Rabi,Gram
Cotton,6.41,loamy,24.51,77.18,64.45,Rabi,Mustard
Gram,6.91,sandy_loam,30.01,58.18,140.96,Kharif,Rice
Banana,6.64,silt_clay,22.26,66.73,69.94,Rabi,Mustard
Cotton,6.63,silt_clay,17.32,50.5,70.57,Rabi,Wheat
Sugarcane,7.54,sandy_loam,19.18,60.83,77.47,Rabi,Gram
Brinjal,6.19,sandy_loam,24.13,58.12,44.85,Rabi,Wheat
Mango,6.38,sandy,16.19,70.69,78.76,Rabi,Gram
Cotton,6.26,sandy_loam,19.26,79.13,72.23,Rabi,Gram
Cotton,7.41,clay,24.99,61.43,69.93,Rabi,Gram
Coriander,6.9,sandy_loam,31.14,60.89,107.86,Kharif,Cotton
Papaya,7.13,loamy,22.68,67.68,74.18,Rabi,Gram
Mango,6.2,clay,15.16,56.09,59.54,Rabi,Gram
Green Chilli,6.99,sandy_loam,24.44,56.06,50.32,Rabi,Wheat
Brinjal,7.43,sandy_loam,18.32,56.35,49.78,Rabi,Wheat
Mustard,6.58,sandy,29.51,75.15,158.62,Kharif,Maize
Brinjal,6.96,sandy_loam,17.73,70.24,68.02,Rabi,Wheat
Rice,7.19,clay,25.7,53.4,192.25,Rabi,Gram
Garlic,6.53,sandy,28.94,59.54,60.2,Kharif,Maize
Onion,7.46,sandy,27.69,70.67,96.61,Kharif,Cotton
Sugarcane,6.86,clay,19.34,79.7,54.53,Rabi,Gram
Ginger,5.86,sandy,23.42,81.81,51.78,Rabi,Wheat
Maize,6.15,silt_clay,18.04,58.06,40.09,Rabi,Wheat
Garlic,6.29,clay,27.79,60.11,104.32,Kharif,Cotton
Cotton,7.87,clay,17.79,54.52,43.98,Rabi,Mustard
Onion,6.62,sandy_loam,30.13,61.57,111.63,Kharif,Cotton
Turmeric,6.62,silt_clay,19.18,73.41,63.74,Rabi,Mustard
Papaya,6.78,sandy_loam,17.76,51.78,76.49,Rabi,Gram
Turmeric,7.46,sandy,18.9,65.28,66.8,Rabi,Mustard
Ginger,6.27,clay,22.24,62.36,79.55,Rabi,Wheat
Banana,7.36,sandy_loam,24.64,64.01,54.55,Rabi,Gram
Green Chilli,6.11,sandy_loam,22.91,52.64,42.74,Rabi,Gram
Green Chilli,6.04,loamy,17.86,58.69,70.36,Rabi,Wheat
Mango,6.86,sandy_loam,18.22,61.58,62.54,Rabi,Gram
Sugarcane,7.13,clay,21.95,69.86,71.85,Rabi,Gram
Potato,5.83,silt_clay,26.9,61.09,133.55,Kharif,Rice
Tomato,6.27,loamy,19.41,75.08,69.32,Rabi,Garlic
Papaya,6.63,sandy_loam,22.97,51.95,79.96,Rabi,Gram
Coconut,6.82,clay,28.9,53.44,161.54,Kharif,Rice
Onion,7.08,sandy,33.02,76.19,107.64,Kharif,Cotton
Mango,7.06,sandy_loam,23.02,72.03,71.52,Rabi,Gram
Groundnut,6.05,silt_clay,15.91,67.99,49.26,Rabi,Gram
Onion,7.0,clay,27.13,59.49,78.25,Kharif,Maize
Mustard,6.28,loamy,26.64,74.21,167.43,Kharif,Cotton
Coriander,7.5,sandy_loam,32.8,70.35,118.55,Kharif,Cotton
Gram,6.64,loamy,27.3,56.99,103.78,Kharif,Rice
Brinjal,6.21,loamy,16.09,76.32,41.83,Rabi,Wheat
Ginger,5.51,sandy,23.62,77.02,50.96,Rabi,Wheat
Turmeric,7.02,sandy_loam,16.41,65.4,51.28,Rabi,Mustard
Coriander,6.73,sandy_loam,27.71,73.35,81.24,Kharif,Maize
Papaya,6.79,clay,22.32,79.1,65.85,Rabi,Mustard
Ginger,6.44,sandy,20.58,53.96,54.46,Rabi,Mustard
Gram,6.16,loamy,25.7,59.74,132.45,Kharif,Rice
Brinjal,6.68,sandy_loam,20.21,84.19,46.5,Rabi,Wheat
Coconut,7.38,silt_clay,25.59,81.37,188.19,Kharif,Maize
Green Chilli,7.22,sandy_loam,17.16,54.93,60.83,Rabi,Wheat
Green Chilli,6.76,clay,16.17,71.2,79.34,Rabi,Wheat
Garlic,7.02,sandy,30.23,51.51,80.55,Kharif,Maize
Banana,6.71,loamy,19.14,70.23,50.29,Rabi,Mustard
Ginger,6.04,silt_clay,19.95,66.97,54.0,Rabi,Wheat
Potato,5.54,silt_clay,26.31,72.68,136.43,Kharif,Maize
Papaya,6.1,clay,17.3,64.68,44.86,Rabi,Gram
Onion,6.23,loamy,32.3,78.39,111.54,Kharif,Maize
Onion,6.19,clay,29.72,55.24,75.84,Kharif,Maize
Gram,6.6,loamy,25.79,68.46,140.28,Kharif,Rice
Coconut,6.14,silt_clay,23.92,56.33,182.11,Kharif,Maize
Garlic,7.12,clay,29.69,59.16,115.3,Kharif,Maize
Tomato,6.5,silt_clay,16.46,51.17,73.51,Rabi,Wheat
Sugarcane,6.44,sandy_loam,16.95,78.72,67.07,Rabi,Mustard
Sugarcane,7.91,sandy_loam,19.75,81.43,61.0,Rabi,Mustard
Coconut,5.88,clay,22.9,60.83,192.67,Kharif,Maize
Sugarcane,7.08,loamy,15.24,68.69,67.53,Rabi,Mustard
Gram,6.63,sandy_loam,27.28,82.28,159.26,Kharif,Rice
Papaya,7.38,clay,23.12,70.08,47.61,Rabi,Gram
Mustard,7.07,clay,31.37,81.45,145.65,Kharif,Maize
Mustard,7.09,sandy_loam,27.98,73.53,132.88,Kharif,Rice
Banana,7.36,clay,15.06,74.74,77.5,Rabi,Mustard
Banana,6.93,clay,19.97,74.44,63.36,Rabi,Gram
Wheat,6.45,silt_clay,30.37,70.75,108.01,Kharif,Maize
Mango,7.17,sandy,15.49,63.84,74.15,Rabi,Gram
Brinjal,6.71,clay,23.5,83.55,78.35,Rabi,Mustard
Rice,6.88,loamy,21.73,55.48,137.54,Rabi,Gram
Gram,7.69,sandy,27.09,68.8,173.72,Kharif,Cotton
Bhindi,6.46,sandy_loam,23.22,52.84,52.66,Rabi,Gram
Ginger,6.41,sandy_loam,20.47,73.42,59.71,Rabi,Mustard
Coriander,6.78,silt_clay,26.78,52.71,97.08,Kharif,Cotton
Tomato,7.19,sandy_loam,17.42,69.42,89.81,Rabi,Wheat
Cotton,7.26,loamy,21.73,75.35,59.7,Rabi,Wheat
Bhindi,7.05,silt_clay,22.34,62.81,56.18,Rabi,Mustard
Tomato,6.44,silt_clay,22.88,79.24,58.13,Rabi,Onion
Mustard,6.03,sandy,34.13,56.21,100.7,Kharif,Rice
Tomato,7.04,clay,20.13,54.87,61.85,Rabi,Wheat
Turmeric,6.43,sandy_loam,16.68,82.21,58.26,Rabi,Gram
Groundnut,7.19,sandy_loam,24.79,50.37,64.91,Rabi,Wheat
Banana,7.23,clay,19.76,84.57,57.58,Rabi,Mustard
Gram,7.61,sandy_loam,31.77,78.11,156.19,Kharif,Cotton
Bhindi,6.15,silt_clay,23.04,68.8,76.32,Rabi,Mustard
Maize,6.24,silt_clay,20.13,65.34,99.78,Rabi,Mustard
Mango,7.44,clay,24.84,57.19,44.11,Rabi,Gram
Coriander,7.37,clay,31.35,66.83,103.24,Kharif,Maize
Turmeric,7.16,clay,15.07,71.98,72.41,Rabi,Mustard
Sugarcane,6.66,clay,21.23,71.09,59.59,Rabi,Gram
Mustard,7.59,silt_clay,34.77,83.75,116.37,Kharif,Maize
Rice,6.89,sandy,21.03,61.01,221.11,Rabi,Wheat
Sugarcane,6.56,sandy_loam,20.19,56.91,72.21,Rabi,Gram
Green Chilli,6.66,loamy,23.95,56.65,53.74,Rabi,Wheat
Mango,6.89,sandy_loam,21.7,75.65,49.37,Rabi,Gram
Potato,6.56,sandy_loam,30.14,71.21,194.95,Kharif,Rice
Coriander,7.43,clay,25.59,64.04,109.19,Kharif,Maize
Potato,6.09,clay,28.1,53.87,162.77,Kharif,Rice
Coconut,7.08,clay,26.25,76.04,246.58,Kharif,Rice
Papaya,6.34,sandy,16.41,83.9,60.19,Rabi,Gram
Wheat,7.7,silt_clay,29.46,72.67,109.44,Kharif,Gram
Bhindi,7.26,loamy,21.29,76.68,75.06,Rabi,Mustard
Maize,6.51,loamy,17.4,56.71,95.09,Rabi,Wheat
Bhindi,6.8,sandy_loam,22.05,77.9,67.27,Rabi,Mustard
Ginger,5.55,silt_clay,18.23,57.17,70.98,Rabi,Mustard
Groundnut,7.24,silt_clay,18.94,56.72,42.45,Rabi,Gram
Coconut,6.94,silt_clay,22.89,58.36,238.77,Kharif,Maize
Coconut,6.37,sandy,29.62,62.79,237.98,Kharif,Maize
Cotton,6.3,silt_clay,19.47,67.55,49.87,Rabi,Wheat
Mustard,7.39,loamy,31.39,58.25,171.37,Kharif,Maize
Mango,7.29,clay,19.72,62.39,54.23,Rabi,Gram
Potato,6.36,sandy_loam,30.65,80.98,104.49,Kharif,Rice
Garlic,6.77,clay,31.35,81.68,101.88,Kharif,Maize
Maize,6.82,sandy,18.72,61.66,93.1,Rabi,Wheat
Brinjal,6.13,sandy_loam,15.21,51.11,60.29,Rabi,Mustard
Groundnut,7.12,loamy,15.56,62.93,60.23,Rabi,Wheat
Papaya,7.37,silt_clay,18.23,55.91,77.67,Rabi,Mustard
Turmeric,7.05,sandy_loam,22.61,57.57,59.35,Rabi,Mustard
Brinjal,6.58,silt_clay,22.92,64.56,43.74,Rabi,Wheat
Mustard,6.87,clay,32.89,71.1,165.42,Kharif,Maize
Wheat,7.94,loamy,30.18,70.9,102.5,Kharif,Groundnut
Ginger,6.26,loamy,24.6,62.02,78.82,Rabi,Mustard
Maize,6.73,silt_clay,18.07,62.35,77.28,Rabi,Mustard
Wheat,7.2,clay,32.86,70.11,106.66,Kharif,Gram
Cotton,6.92,loamy,15.13,60.36,58.37,Rabi,Mustard
Wheat,7.74,sandy_loam,30.63,66.5,104.32,Kharif,Gram
Potato,6.83,loamy,29.49,59.88,181.29,Kharif,Maize
Sugarcane,6.14,sandy_loam,16.19,61.47,72.63,Rabi,Gram
Ginger,5.88,loamy,17.0,51.82,57.53,Rabi,Mustard
Coriander,7.38,silt_clay,31.45,55.14,80.52,Kharif,Maize
Potato,6.97,sandy,31.63,72.22,188.69,Kharif,Rice
Rice,5.76,clay,21.39,72.43,127.28,Rabi,Groundnut
Green Chilli,6.63,silt_clay,16.33,78.4,66.96,Rabi,Gram
Mustard,7.29,silt_clay,27.36,57.4,173.6,Kharif,Maize
Coriander,6.09,clay,26.77,72.77,89.92,Kharif,Maize
Wheat,6.46,clay,27.73,83.28,65.11,Kharif,Gram
Onion,7.19,silt_clay,34.31,79.45,98.85,Kharif,Maize
Banana,6.47,sandy,21.71,72.6,62.38,Rabi,Gram
Onion,6.38,loamy,30.56,61.44,86.55,Kharif,Cotton
Maize,7.32,clay,18.12,58.96,41.85,Rabi,Wheat
Ginger,5.75,sandy_loam,21.92,78.66,75.5,Rabi,Mustard
Bhindi,6.35,sandy,23.73,60.41,50.3,Rabi,Gram
Coriander,7.17,silt_clay,26.79,78.83,66.25,Kharif,Cotton
Onion,6.83,loamy,27.54,64.79,107.19,Kharif,Maize
Mustard,6.95,clay,34.5,68.75,139.42,Kharif,Cotton
Banana,6.03,loamy,18.17,79.88,72.11,Rabi,Gram
Tomato,7.25,loamy,21.91,68.69,68.96,Rabi,Onion
Ginger,6.32,loamy,20.6,60.23,69.71,Rabi,Mustard
Turmeric,6.79,loamy,18.74,80.94,66.71,Rabi,Mustard
Green Chilli,6.93,sandy_loam,19.29,80.16,46.03,Rabi,Wheat
Turmeric,6.89,sandy_loam,20.28,78.97,48.89,Rabi,Gram
Ginger,5.54,loamy,20.73,66.48,66.69,Rabi,Wheat
Wheat,6.43,sandy,28.92,64.44,119.56,Kharif,Cotton
Rice,6.32,silt_clay,27.31,82.84,127.18,Rabi,Mustard
Mustard,6.48,sandy_loam,32.76,61.86,156.37,Kharif,Maize
Bhindi,6.37,sandy_loam,18.58,65.42,60.78,Rabi,Gram
Mustard,7.61,clay,25.9,58.99,109.25,Kharif,Maize
Banana,6.15,sandy_loam,20.12,72.03,66.83,Rabi,Mustard
Green Chilli,6.62,sandy_loam,23.84,74.48,53.66,Rabi,Gram
Papaya,6.95,silt_clay,16.38,83.97,45.18,Rabi,Gram
Mustard,6.88,loamy,31.26,70.33,174.17,Kharif,Rice
Ginger,6.08,sandy,24.62,65.8,62.43,Rabi,Wheat
Rice,5.94,sandy_loam,28.93,68.88,221.12,Rabi,Groundnut
Brinjal,6.75,sandy,19.56,57.2,70.23,Rabi,Wheat
Tomato,6.68,silt_clay,18.5,82.1,56.7,Rabi,Wheat
Onion,6.43,sandy,32.62,84.04,62.25,Kharif,Maize
Bhindi,7.11,sandy,23.12,66.68,74.11,Rabi,Mustard
Cotton,7.7,sandy,18.43,79.21,77.42,Rabi,Wheat
Potato,6.24,sandy,25.46,55.19,163.6,Kharif,Maize
Banana,6.36,loamy,20.78,62.91,48.2,Rabi,Gram
Maize,6.81,loamy,24.89,71.92,71.88,Rabi,Gram
Green Chilli,6.29,silt_clay,18.15,67.95,49.85,Rabi,Wheat
Garlic,7.21,sandy_loam,29.27,62.78,108.13,Kharif,Cotton
Maize,6.13,loamy,20.07,73.71,54.1,Rabi,Wheat
Mustard,6.28,clay,32.34,79.4,154.5,Kharif,Rice
Rice,6.99,silt_clay,22.38,64.01,171.66,Rabi,Wheat
Banana,6.95,sandy_loam,23.31,79.74,65.31,Rabi,Gram
Potato,6.53,loamy,29.34,66.47,121.14,Kharif,Rice
Papaya,7.31,silt_clay,15.85,68.71,75.53,Rabi,Mustard
Papaya,6.32,sandy,18.95,82.19,61.17,Rabi,Gram
Wheat,6.93,clay,30.42,83.3,134.72,Kharif,Gram
Onion,7.0,loamy,34.26,53.1,117.26,Kharif,Cotton
Ginger,6.17,sandy_loam,22.9,65.35,57.28,Rabi,Mustard
Brinjal,6.9,loamy,18.39,63.29,75.52,Rabi,Wheat
Maize,7.31,sandy,17.05,70.69,51.17,Rabi,Wheat
Onion,7.25,loamy,34.47,63.91,73.03,Kharif,Cotton
Papaya,7.35,sandy,23.47,81.81,76.51,Rabi,Gram
Sugarcane,6.53,clay,17.49,61.09,72.35,Rabi,Gram
Maize,6.43,sandy_loam,15.91,51.14,43.46,Rabi,Wheat
Gram,7.35,clay,30.57,72.6,101.35,Kharif,Cotton
Turmeric,6.04,sandy_loam,20.97,70.7,64.43,Rabi,Gram
Bhindi,6.35,sandy_loam,24.4,63.86,68.73,Rabi,Gram
Potato,6.22,sandy_loam,23.53,52.32,121.59,Kharif,Rice
Coconut,6.72,sandy_loam,31.85,52.6,219.6,Kharif,Rice
Coconut,5.85,sandy,28.88,72.82,210.11,Kharif,Maize
Banana,7.36,clay,15.93,52.64,73.42,Rabi,Mustard
Mango,7.28,clay,16.52,77.73,42.48,Rabi,Gram
Cotton,6.71,silt_clay,15.63,57.37,72.36,Rabi,Mustard
Coriander,6.82,clay,30.57,52.34,60.86,Kharif,Cotton
Potato,6.12,sandy,29.03,83.0,126.71,Kharif,Rice
Banana,6.27,loamy,18.54,76.4,52.93,Rabi,Gram
Turmeric,6.37,sandy,22.94,65.25,47.12,Rabi,Mustard
Coriander,6.29,sandy,26.62,57.2,89.57,Kharif,Cotton
Potato,6.32,loamy,27.75,81.15,165.09,Kharif,Maize
Coriander,6.87,silt_clay,26.93,52.83,103.77,Kharif,Maize
Groundnut,7.04,loamy,21.81,63.05,45.82,Rabi,Gram
Onion,6.36,silt_clay,34.66,71.14,104.95,Kharif,Cotton
Groundnut,7.36,silt_clay,23.03,65.11,71.43,Rabi,Wheat
Sugarcane,7.55,sandy,19.36,73.04,57.51,Rabi,Mustard
Green Chilli,7.48,loamy,19.11,63.01,51.87,Rabi,Wheat
Cotton,6.65,loamy,19.03,73.54,67.29,Rabi,Gram
Garlic,7.49,silt_clay,26.86,69.62,111.97,Kharif,Cotton
Green Chilli,7.2,clay,17.15,56.54,58.2,Rabi,Wheat
Papaya,6.96,clay,20.81,67.52,78.83,Rabi,Gram
Garlic,6.75,silt_clay,26.28,78.09,93.93,Kharif,Cotton
Coconut,6.13,loamy,27.16,81.86,154.35,Kharif,Maize
Rice,6.57,loamy,28.91,70.78,201.87,Rabi,Mustard
Sugarcane,6.97,sandy,20.62,59.78,71.3,Rabi,Gram
Coconut,7.04,sandy,26.01,69.86,173.11,Kharif,Maize
Cotton,7.1,sandy_loam,24.28,84.87,71.84,Rabi,Mustard
Onion,7.07,sandy,28.54,61.68,62.28,Kharif,Maize
Turmeric,6.01,silt_clay,19.3,66.29,75.47,Rabi,Mustard
Potato,5.72,loamy,22.22,79.98,169.44,Kharif,Maize
Bhindi,6.76,clay,22.43,62.47,63.27,Rabi,Mustard
Maize,6.73,clay,19.13,78.08,68.74,Rabi,Mustard
Cotton,7.95,silt_clay,22.02,61.6,67.03,Rabi,Mustard
Ginger,5.78,loamy,20.14,77.91,73.3,Rabi,Mustard
Green Chilli,6.26,clay,18.43,76.11,65.04,Rabi,Gram
Coriander,7.49,sandy_loam,34.21,52.72,67.26,Kharif,Maize
Coriander,7.0,sandy_loam,28.37,52.4,84.98,Kharif,Cotton
Coconut,6.06,loamy,30.9,59.86,184.81,Kharif,Rice
Tomato,7.24,silt_clay,24.3,62.76,92.88,Rabi,Garlic
Onion,7.49,sandy_loam,25.68,83.43,71.58,Kharif,Cotton
Groundnut,7.17,sandy,16.47,52.56,72.49,Rabi,Wheat
Bhindi,6.37,clay,19.23,69.51,75.54,Rabi,Gram
Wheat,6.38,silt_clay,29.44,80.38,67.71,Kharif,Maize
Cotton,6.37,sandy_loam,22.67,60.76,59.68,Rabi,Gram
Maize,6.08,silt_clay,19.81,81.42,80.46,Rabi,Mustard
Maize,7.47,silt_clay,20.27,63.72,79.55,Rabi,Mustard
Brinjal,6.85,clay,22.92,76.53,76.42,Rabi,Mustard
Brinjal,6.4,clay,24.48,75.09,75.26,Rabi,Wheat
Banana,6.86,loamy,17.85,72.65,46.44,Rabi,Mustard
Banana,6.91,sandy_loam,22.19,55.47,76.82,Rabi,Mustard
Wheat,7.12,sandy_loam,25.54,61.2,125.32,Kharif,Cotton
Banana,7.34,silt_clay,22.57,79.29,62.88,Rabi,Gram
Potato,5.84,clay,24.61,72.6,111.76,Kharif,Maize
Green Chilli,7.18,silt_clay,18.16,57.54,63.75,Rabi,Gram
Coconut,6.43,clay,29.32,56.11,173.67,Kharif,Rice
Brinjal,6.44,sandy,19.5,61.32,74.27,Rabi,Mustard
Groundnut,7.11,silt_clay,21.85,54.39,71.46,Rabi,Gram
Cotton,7.68,sandy_loam,24.61,68.76,59.54,Rabi,Wheat
Coconut,6.89,clay,28.16,82.97,245.11,Kharif,Rice
Mango,6.31,loamy,23.23,54.01,73.42,Rabi,Gram
Bhindi,6.78,clay,16.4,79.86,56.0,Rabi,Gram
Wheat,6.99,clay,31.86,84.69,124.72,Kharif,Groundnut
Coriander,7.23,sandy,26.51,82.02,106.21,Kharif,Cotton
Potato,5.7,sandy,25.46,70.98,193.71,Kharif,Rice
Rice,5.57,clay,27.13,81.33,176.75,Rabi,Mustard
Bhindi,7.05,silt_clay,16.35,78.78,76.88,Rabi,Gram
Brinjal,7.07,loamy,19.04,73.74,70.56,Rabi,Mustard
Rice,6.94,clay,29.63,83.05,121.16,Rabi,Gram
Green Chilli,6.11,silt_clay,15.38,71.64,45.24,Rabi,Gram
Tomato,6.32,clay,22.68,83.63,74.98,Rabi,Onion
Sugarcane,6.42,clay,23.27,58.91,58.92,Rabi,Gram
Groundnut,6.63,loamy,16.67,51.63,71.18,Rabi,Gram
Brinjal,6.35,silt_clay,21.12,63.19,40.05,Rabi,Wheat
Brinjal,7.01,clay,17.44,65.07,58.93,Rabi,Wheat
Sugarcane,6.75,sandy_loam,17.26,71.58,41.61,Rabi,Mustard
Sugarcane,7.7,sandy,15.5,71.82,42.52,Rabi,Mustard
Maize,6.86,clay,17.07,77.38,84.07,Rabi,Gram
Banana,6.79,sandy_loam,21.49,58.55,76.14,Rabi,Gram
Wheat,7.93,sandy,26.34,64.65,129.03,Kharif,Cotton
Turmeric,5.89,loamy,24.39,50.38,40.23,Rabi,Gram
Green Chilli,6.74,loamy,21.61,69.29,48.27,Rabi,Gram
Onion,7.32,sandy_loam,25.32,76.06,68.0,Kharif,Maize
Brinjal,6.11,silt_clay,15.54,52.44,57.62,Rabi,Mustard
Bhindi,6.47,sandy,20.17,57.47,61.46,Rabi,Gram
Gram,7.67,loamy,29.8,64.08,115.15,Kharif,Cotton
Brinjal,7.45,silt_clay,16.37,70.62,75.92,Rabi,Mustard
Wheat,7.47,loamy,25.89,57.72,109.82,Kharif,Groundnut
Coriander,6.1,silt_clay,30.78,69.02,80.32,Kharif,Maize
Bhindi,6.05,clay,17.93,82.24,46.87,Rabi,Gram
Mango,7.25,clay,22.11,67.77,65.03,Rabi,Wheat
Coriander,6.35,clay,30.52,57.39,61.6,Kharif,Cotton
Ginger,5.65,sandy_loam,19.12,82.62,52.06,Rabi,Mustard
Bhindi,7.06,clay,16.39,70.31,75.52,Rabi,Gram
Gram,7.16,sandy,28.25,53.32,197.59,Kharif,Rice
Mango,7.22,sandy_loam,18.68,80.97,70.21,Rabi,Wheat
Cotton,6.25,sandy_loam,24.24,66.12,59.96,Rabi,Gram
Gram,7.53,sandy_loam,25.52,58.08,180.19,Kharif,Rice
Banana,6.98,sandy_loam,23.25,80.94,77.48,Rabi,Gram
Groundnut,6.42,silt_clay,17.62,79.36,41.29,Rabi,Gram
Turmeric,6.4,loamy,19.82,78.82,73.61,Rabi,Mustard
Coconut,7.41,loamy,26.02,78.72,241.48,Kharif,Rice
Maize,7.11,loamy,15.52,76.86,64.99,Rabi,Mustard
Groundnut,6.67,loamy,23.4,75.37,75.79,Rabi,Gram
Gram,7.36,clay,31.02,74.41,109.05,Kharif,Rice
Potato,5.67,sandy_loam,24.96,83.08,198.77,Kharif,Maize
Maize,6.02,silt_clay,18.95,64.76,64.66,Rabi,Mustard
Tomato,6.77,clay,17.52,57.13,67.02,Rabi,Wheat
Gram,7.92,sandy_loam,25.04,50.39,141.66,Kharif,Cotton
Wheat,7.0,clay,25.59,61.7,128.49,Kharif,Maize
Mango,6.46,silt_clay,18.3,75.37,64.48,Rabi,Wheat
Onion,6.92,sandy,30.29,70.65,77.88,Kharif,Cotton
Wheat,8.0,loamy,33.66,84.77,125.24,Kharif,Cotton
Banana,6.92,clay,23.58,68.0,67.34,Rabi,Mustard
Potato,6.6,sandy,30.55,53.22,183.45,Kharif,Maize
Turmeric,7.26,loamy,24.26,51.87,47.87,Rabi,Gram
Turmeric,5.52,sandy_loam,15.46,50.55,59.08,Rabi,Mustard
Groundnut,7.11,loamy,21.83,73.13,78.02,Rabi,Wheat
Maize,7.23,clay,21.34,54.42,80.57,Rabi,Gram
Garlic,7.31,sandy,31.22,66.18,116.14,Kharif,Maize
Tomato,6.87,clay,17.37,71.96,65.07,Rabi,Wheat
Coriander,6.29,loamy,30.8,61.91,66.21,Kharif,Maize
Turmeric,5.9,loamy,22.19,52.18,55.15,Rabi,Gram
Green Chilli,6.75,loamy,15.01,60.78,51.15,Rabi,Gram
Coriander,6.67,sandy,30.16,63.82,91.11,Kharif,Cotton
Coconut,6.76,loamy,31.51,73.17,201.27,Kharif,Rice
Sugarcane,6.4,sandy,18.06,69.43,63.52,Rabi,Gram
Coconut,6.71,silt_clay,29.63,80.4,152.02,Kharif,Rice
Rice,7.0,clay,25.55,76.91,241.71,Rabi,Gram
Rice,6.31,sandy,27.41,76.85,223.42,Rabi,Mustard
Coconut,5.65,sandy,22.45,60.23,236.67,Kharif,Rice
Bhindi,7.01,clay,19.86,66.32,66.18,Rabi,Gram
Bhindi,6.79,sandy_loam,17.35,65.49,46.22,Rabi,Gram
Brinjal,6.5,sandy_loam,23.26,82.79,72.12,Rabi,Mustard
Coriander,6.57,sandy_loam,25.7,80.44,87.37,Kharif,Cotton
Mustard,7.12,silt_clay,28.79,83.4,187.42,Kharif,Maize
Sugarcane,6.41,clay,18.12,64.96,65.81,Rabi,Gram
Onion,6.47,sandy_loam,29.87,84.25,117.93,Kharif,Cotton
Potato,5.56,clay,28.17,68.69,121.83,Kharif,Maize
Onion,6.63,loamy,34.69,71.3,83.96,Kharif,Cotton
Rice,6.7,sandy_loam,26.73,76.33,218.74,Rabi,Wheat
Sugarcane,6.58,sandy,22.37,51.28,58.99,Rabi,Gram
Rice,5.52,silt_clay,27.67,64.07,171.98,Rabi,Wheat
Papaya,6.22,sandy,18.37,76.59,57.76,Rabi,Gram
Ginger,6.2,silt_clay,23.86,74.57,68.34,Rabi,Mustard
Sugarcane,7.23,sandy,19.7,67.59,48.03,Rabi,Gram
Papaya,7.01,loamy,17.53,57.88,42.41,Rabi,Gram
Brinjal,6.59,sandy,20.84,64.11,77.86,Rabi,Wheat
Brinjal,7.49,silt_clay,24.82,63.17,48.01,Rabi,Wheat
