crop,soil_type,soil_pH,temperature,humidity,rainfall,season,N_dosage,P_dosage,K_dosage
Potato,clay,6.68,16.28,74.67,52.73,Kharif,186.0,94.0,108.0
Potato,clay,6.91,24.19,88.22,85.99,Rabi,173.0,95.0,100.0
Maize,loamy,7.23,19.34,43.06,72.74,Kharif,145.0,72.0,64.0
Cotton,sandy_loam,6.04,15.12,41.75,179.4,Rabi,116.0,68.0,64.0
Potato,sandy_loam,6.01,32.16,47.64,77.79,Rabi,163.0,105.0,120.0
Rice,clay,7.78,19.57,71.72,86.64,Rabi,81.0,50.0,49.0
Maize,sandy,7.86,33.52,85.46,147.56,Kharif,163.0,82.0,64.0
Tomato,sandy_loam,7.78,15.47,72.65,243.81,Kharif,178.0,129.0,100.0
Sugarcane,clay,5.06,19.91,72.75,52.83,Kharif,234.0,109.0,102.0
Tomato,loamy,6.1,28.05,55.28,90.06,Rabi,205.0,125.0,95.0
Tomato,clay,7.65,33.42,60.46,99.52,Rabi,180.0,107.0,100.0
Maize,loamy,6.94,18.65,77.53,111.21,Kharif,136.0,79.0,69.0
Tomato,clay,6.34,30.61,75.66,167.53,Kharif,159.0,125.0,96.0
Maize,sandy,7.07,33.78,52.5,152.38,Rabi,174.0,72.0,78.0
Sugarcane,sandy_loam,7.71,32.13,60.45,44.67,Rabi,246.0,88.0,93.0
Cotton,clay,5.13,22.91,89.84,193.86,Kharif,128.0,64.0,50.0
Sugarcane,sandy_loam,6.32,29.63,86.37,197.51,Kharif,276.0,114.0,113.0
Wheat,sandy_loam,5.45,25.07,80.08,132.72,Rabi,119.0,67.0,46.0
Potato,clay,7.83,19.65,42.94,177.23,Kharif,194.0,99.0,112.0
Rice,clay,6.56,30.89,84.22,112.4,Rabi,97.0,49.0,46.0
Wheat,loamy,7.46,22.08,72.79,152.83,Kharif,110.0,52.0,34.0
Tomato,sandy_loam,5.84,20.44,66.93,72.34,Rabi,161.0,129.0,105.0
Cotton,sandy,6.27,33.31,64.9,123.76,Rabi,148.0,60.0,61.0
Maize,loamy,7.38,33.45,73.31,89.49,Rabi,150.0,78.0,53.0
Potato,clay,6.49,21.71,75.78,153.02,Kharif,182.0,105.0,119.0
Sugarcane,loamy,6.54,26.62,48.15,86.34,Rabi,227.0,92.0,109.0
Rice,sandy,7.4,28.89,53.61,163.95,Kharif,113.0,60.0,74.0
Rice,sandy_loam,7.82,22.0,52.19,177.74,Kharif,102.0,51.0,46.0
Maize,sandy_loam,7.78,23.15,89.94,161.64,Rabi,144.0,74.0,58.0
Tomato,loamy,5.91,27.77,71.24,165.35,Kharif,168.0,105.0,99.0
Maize,sandy_loam,7.04,32.95,46.81,92.58,Kharif,145.0,74.0,64.0
Cotton,sandy_loam,5.15,24.84,63.43,56.33,Kharif,116.0,59.0,54.0
Maize,loamy,6.67,20.74,87.01,200.04,Rabi,138.0,67.0,68.0
Rice,loamy,7.46,24.19,57.89,143.78,Kharif,111.0,50.0,46.0
Cotton,loamy,6.99,33.24,63.03,48.61,Rabi,123.0,64.0,59.0
Wheat,loamy,6.51,16.2,85.8,169.24,Kharif,136.0,67.0,37.0
Potato,sandy,7.22,30.15,77.23,44.18,Kharif,197.0,105.0,132.0
Maize,clay,6.74,22.29,44.02,226.27,Kharif,135.0,65.0,61.0
Rice,sandy_loam,5.98,24.08,78.12,66.46,Kharif,112.0,55.0,50.0
Maize,clay,6.64,34.1,64.84,122.65,Rabi,146.0,63.0,53.0
Tomato,sandy_loam,7.38,23.66,41.17,52.62,Rabi,178.0,125.0,111.0
Maize,loamy,5.42,15.07,52.26,187.96,Kharif,148.0,65.0,64.0
Maize,loamy,5.83,31.7,54.69,51.95,Rabi,158.0,69.0,59.0
Potato,sandy,7.69,30.65,63.1,240.32,Kharif,216.0,100.0,124.0
Rice,sandy,6.05,29.52,84.86,226.29,Rabi,134.0,61.0,73.0
Rice,sandy_loam,6.53,25.03,42.51,47.33,Kharif,111.0,56.0,57.0
Potato,loamy,7.87,16.76,40.22,181.32,Rabi,181.0,92.0,124.0
Maize,sandy_loam,7.15,24.74,61.27,129.36,Kharif,167.0,78.0,51.0
Cotton,clay,7.29,23.11,77.41,239.44,Kharif,105.0,64.0,57.0
Tomato,clay,6.49,26.48,58.65,189.95,Kharif,146.0,136.0,81.0
Tomato,sandy,7.98,29.19,86.39,220.27,Rabi,190.0,149.0,102.0
Wheat,clay,7.84,17.65,78.73,95.61,Rabi,118.0,62.0,42.0
Maize,clay,6.7,19.86,76.72,184.11,Kharif,119.0,80.0,51.0
Maize,sandy,6.81,31.06,79.58,80.56,Rabi,163.0,69.0,69.0
Cotton,loamy,6.94,33.95,42.06,232.96,Kharif,135.0,55.0,53.0
Sugarcane,loamy,6.02,22.1,68.98,194.02,Kharif,243.0,103.0,112.0
Wheat,sandy_loam,5.42,15.45,83.46,156.37,Kharif,112.0,69.0,36.0
Sugarcane,loamy,7.17,34.4,83.09,82.89,Rabi,276.0,99.0,108.0
Tomato,loamy,7.91,32.57,45.92,111.09,Rabi,163.0,103.0,95.0
Cotton,sandy,5.42,22.51,54.11,220.78,Rabi,136.0,65.0,60.0
Rice,loamy,6.4,16.2,68.11,241.1,Kharif,104.0,54.0,45.0
Potato,clay,5.52,32.72,72.72,240.83,Kharif,172.0,95.0,108.0
Sugarcane,sandy_loam,5.97,25.46,73.05,197.3,Rabi,264.0,111.0,87.0
Sugarcane,loamy,7.84,16.43,64.31,165.4,Kharif,254.0,96.0,110.0
Potato,loamy,5.1,29.43,49.66,176.96,Kharif,203.0,94.0,103.0
Potato,clay,5.09,31.01,54.91,143.57,Kharif,149.0,112.0,110.0
Sugarcane,sandy,5.73,29.8,87.53,68.79,Rabi,263.0,109.0,133.0
Tomato,sandy_loam,7.69,33.58,43.81,155.44,Kharif,171.0,129.0,99.0
Potato,clay,6.05,21.59,77.46,55.7,Kharif,186.0,99.0,116.0
Cotton,sandy,7.46,28.98,74.61,146.31,Kharif,132.0,65.0,67.0
Sugarcane,sandy,6.68,30.37,77.89,180.84,Kharif,267.0,97.0,119.0
Rice,sandy_loam,5.12,27.74,69.86,177.21,Rabi,95.0,55.0,57.0
Sugarcane,clay,6.31,24.41,53.94,119.76,Rabi,239.0,97.0,103.0
Cotton,clay,6.7,29.09,77.11,184.49,Kharif,117.0,54.0,53.0
Wheat,sandy,7.45,32.7,44.34,153.06,Rabi,137.0,62.0,43.0
Wheat,sandy,6.21,34.87,83.43,158.57,Kharif,136.0,64.0,45.0
Tomato,sandy_loam,7.28,33.18,70.22,221.72,Kharif,187.0,133.0,99.0
Sugarcane,loamy,5.39,32.41,41.16,106.32,Kharif,253.0,98.0,97.0
Maize,loamy,5.44,30.97,82.83,141.24,Rabi,149.0,64.0,55.0
Maize,sandy_loam,5.19,25.6,85.07,188.14,Rabi,128.0,75.0,56.0
Tomato,sandy,5.17,29.34,44.99,69.46,Rabi,210.0,116.0,117.0
Sugarcane,clay,5.28,22.2,53.71,147.33,Rabi,201.0,113.0,90.0
Tomato,sandy,7.91,19.47,51.02,136.57,Kharif,193.0,143.0,118.0
Cotton,clay,6.67,19.96,52.17,248.05,Rabi,107.0,54.0,57.0
Rice,sandy_loam,7.31,28.04,81.62,244.85,Kharif,101.0,46.0,52.0
Potato,sandy_loam,5.41,26.59,75.52,181.86,Kharif,177.0,109.0,135.0
Rice,clay,5.86,19.06,78.09,121.17,Kharif,101.0,48.0,48.0
Rice,clay,6.77,19.53,59.21,134.53,Rabi,101.0,49.0,43.0
Potato,sandy,5.33,27.81,87.69,137.83,Rabi,193.0,91.0,151.0
Potato,sandy_loam,7.84,16.8,87.17,214.99,Kharif,167.0,99.0,108.0
Cotton,loamy,7.51,15.43,51.66,199.03,Kharif,119.0,63.0,58.0
Rice,clay,7.24,24.48,42.89,241.14,Kharif,83.0,50.0,47.0
Sugarcane,loamy,5.42,29.32,61.59,226.73,Kharif,215.0,90.0,89.0
Tomato,sandy,7.06,30.89,62.71,223.9,Rabi,185.0,131.0,120.0
Cotton,sandy_loam,6.49,16.8,87.09,173.99,Rabi,113.0,54.0,65.0
Tomato,sandy,5.9,31.41,42.66,151.25,Rabi,221.0,143.0,100.0
Maize,clay,5.22,24.25,55.08,168.69,Kharif,153.0,71.0,61.0
Maize,loamy,7.43,34.36,63.89,192.75,Kharif,133.0,60.0,52.0
Cotton,clay,7.08,33.35,76.28,55.67,Rabi,115.0,66.0,59.0
Maize,sandy_loam,7.07,34.61,88.28,73.8,Rabi,161.0,64.0,66.0
Wheat,loamy,7.84,27.64,61.76,150.28,Rabi,102.0,59.0,43.0
Cotton,clay,6.77,20.87,47.47,117.4,Kharif,124.0,67.0,63.0
Sugarcane,sandy_loam,6.81,18.15,84.91,137.67,Kharif,229.0,106.0,107.0
Sugarcane,sandy,6.52,34.32,87.35,183.58,Kharif,322.0,106.0,135.0
Wheat,sandy_loam,5.04,28.14,58.25,168.41,Kharif,104.0,66.0,40.0
Cotton,sandy,6.57,33.89,48.66,94.17,Kharif,143.0,68.0,72.0
Rice,sandy_loam,7.33,30.22,49.39,58.56,Kharif,107.0,45.0,46.0
Potato,loamy,6.78,26.76,68.95,160.38,Kharif,185.0,91.0,118.0
Sugarcane,clay,5.92,27.37,65.28,107.89,Rabi,210.0,105.0,82.0
Wheat,loamy,7.63,20.43,40.19,74.14,Kharif,111.0,64.0,34.0
Rice,clay,6.94,15.9,78.1,238.8,Kharif,77.0,52.0,47.0
Rice,sandy_loam,5.97,32.96,84.41,108.31,Kharif,98.0,53.0,44.0
Wheat,clay,7.72,34.5,51.61,225.07,Rabi,107.0,60.0,41.0
Tomato,clay,7.88,34.52,75.36,198.47,Kharif,146.0,123.0,106.0
Potato,sandy,5.72,24.49,52.35,161.85,Kharif,169.0,92.0,131.0
Wheat,sandy_loam,7.69,16.16,47.03,190.49,Rabi,114.0,51.0,40.0
Wheat,clay,5.98,27.56,53.76,231.01,Rabi,110.0,55.0,42.0
Rice,loamy,7.55,19.17,86.53,64.44,Rabi,104.0,53.0,50.0
Potato,sandy_loam,6.26,31.25,72.41,236.03,Rabi,188.0,105.0,132.0
Maize,loamy,6.25,16.71,44.71,96.14,Rabi,139.0,79.0,65.0
Potato,loamy,6.89,19.89,64.7,141.34,Kharif,184.0,98.0,135.0
Sugarcane,loamy,7.99,32.15,43.19,240.19,Kharif,259.0,107.0,89.0
Cotton,sandy,5.2,25.32,57.3,181.17,Rabi,129.0,54.0,66.0
Maize,loamy,6.98,22.29,79.31,65.53,Rabi,137.0,76.0,51.0
Wheat,clay,6.63,31.66,46.25,67.25,Rabi,105.0,63.0,35.0
Maize,clay,5.3,26.77,78.92,59.6,Kharif,119.0,72.0,53.0
Sugarcane,sandy,5.19,19.03,62.34,240.8,Kharif,315.0,109.0,132.0
Sugarcane,sandy_loam,5.92,23.64,83.65,245.8,Rabi,220.0,101.0,94.0
Tomato,sandy,7.22,16.64,55.51,112.12,Rabi,212.0,116.0,128.0
Cotton,sandy_loam,5.44,30.7,52.26,194.94,Kharif,119.0,59.0,59.0
Rice,clay,6.86,29.85,48.49,80.94,Rabi,87.0,45.0,42.0
Potato,sandy,6.88,16.4,46.66,161.73,Rabi,189.0,87.0,134.0
Wheat,sandy_loam,5.77,17.54,42.93,104.14,Rabi,131.0,69.0,45.0
Sugarcane,sandy_loam,7.09,17.25,64.72,138.05,Rabi,264.0,105.0,96.0
Maize,clay,7.7,29.53,65.49,124.75,Rabi,132.0,62.0,55.0
Sugarcane,sandy,7.64,27.88,75.65,98.24,Rabi,280.0,111.0,115.0
Sugarcane,sandy,5.3,17.89,55.32,200.83,Kharif,305.0,126.0,117.0
Rice,sandy_loam,5.25,24.33,64.11,216.59,Rabi,90.0,45.0,51.0
Maize,loamy,7.17,33.16,51.78,230.73,Rabi,146.0,66.0,67.0
Maize,sandy_loam,5.48,24.68,50.92,166.62,Kharif,154.0,61.0,57.0
Maize,loamy,5.27,17.53,81.33,221.6,Rabi,131.0,78.0,52.0
Cotton,sandy_loam,5.06,29.22,75.62,64.25,Rabi,116.0,62.0,67.0
Cotton,loamy,7.08,31.59,41.72,108.41,Kharif,113.0,59.0,57.0
Sugarcane,sandy,7.54,27.15,59.02,51.87,Kharif,289.0,103.0,120.0
Rice,sandy,6.0,17.86,72.54,51.85,Rabi,132.0,50.0,59.0
Rice,sandy_loam,7.09,22.28,68.31,41.31,Rabi,93.0,53.0,47.0
Maize,clay,7.77,28.13,61.82,205.88,Kharif,147.0,62.0,50.0
Cotton,loamy,6.72,21.31,65.65,91.71,Kharif,117.0,64.0,62.0
Cotton,sandy,5.76,20.18,64.42,177.06,Kharif,146.0,58.0,69.0
Potato,sandy_loam,5.3,21.48,70.18,42.83,Kharif,173.0,100.0,128.0
Potato,loamy,6.85,32.82,43.01,227.59,Kharif,177.0,97.0,115.0
Sugarcane,clay,7.88,24.13,68.52,135.17,Rabi,249.0,105.0,83.0
Sugarcane,loamy,6.51,20.43,70.31,147.89,Kharif,222.0,87.0,88.0
Wheat,loamy,6.05,31.65,64.67,231.44,Kharif,117.0,69.0,38.0
Potato,sandy_loam,6.21,15.31,85.54,182.08,Rabi,155.0,96.0,111.0
Potato,sandy,6.15,29.06,88.05,72.0,Kharif,224.0,113.0,153.0
Cotton,sandy,7.34,21.29,64.1,243.42,Rabi,137.0,67.0,64.0
Sugarcane,loamy,7.51,34.71,49.07,185.18,Kharif,264.0,112.0,90.0
Potato,loamy,7.52,29.04,56.5,214.44,Kharif,166.0,104.0,105.0
Maize,loamy,5.32,31.33,72.76,146.51,Kharif,169.0,77.0,60.0
Maize,sandy_loam,7.73,25.37,43.75,63.16,Rabi,170.0,63.0,52.0
Potato,loamy,7.96,18.8,71.5,152.46,Rabi,167.0,114.0,117.0
Maize,sandy_loam,5.25,21.79,55.54,240.27,Kharif,132.0,71.0,58.0
Cotton,sandy,7.72,32.98,45.11,70.0,Kharif,121.0,55.0,75.0
Sugarcane,clay,6.28,17.5,85.67,195.27,Rabi,212.0,113.0,83.0
Wheat,sandy_loam,5.45,22.98,85.22,249.77,Kharif,108.0,62.0,38.0
Wheat,clay,6.07,19.26,77.8,174.44,Rabi,104.0,57.0,39.0
Cotton,sandy_loam,7.98,18.36,79.44,188.06,Kharif,114.0,58.0,66.0
Rice,loamy,5.2,15.52,46.76,242.25,Rabi,108.0,44.0,51.0
Wheat,sandy_loam,7.07,23.08,83.77,127.25,Kharif,125.0,58.0,45.0
Potato,clay,5.72,19.35,55.12,221.49,Rabi,161.0,102.0,101.0
Potato,sandy_loam,6.98,27.5,55.97,44.29,Rabi,195.0,96.0,128.0
Wheat,sandy_loam,5.06,15.72,85.74,113.92,Kharif,129.0,64.0,43.0
Cotton,loamy,5.53,28.64,66.52,57.47,Kharif,123.0,62.0,53.0
Maize,clay,5.31,16.06,82.78,234.73,Rabi,150.0,70.0,47.0
Tomato,clay,6.4,19.47,81.73,88.01,Rabi,183.0,119.0,101.0
Cotton,clay,6.22,21.3,89.28,137.89,Kharif,97.0,61.0,51.0
Rice,sandy,6.01,31.5,58.15,47.19,Rabi,124.0,54.0,66.0
Cotton,sandy_loam,6.81,18.88,49.83,247.81,Kharif,133.0,61.0,56.0
Sugarcane,sandy,7.56,30.02,78.93,240.84,Kharif,294.0,102.0,104.0
Wheat,sandy_loam,6.68,17.69,56.01,231.82,Rabi,109.0,59.0,41.0
Cotton,sandy,6.29,26.63,77.87,95.87,Kharif,122.0,69.0,72.0
Wheat,sandy,6.82,16.77,73.84,53.46,Rabi,151.0,56.0,46.0
Maize,sandy_loam,5.19,18.59,46.22,232.12,Rabi,159.0,66.0,65.0
Potato,clay,7.87,21.62,78.04,151.59,Rabi,178.0,107.0,105.0
Cotton,sandy_loam,7.37,22.1,87.71,218.65,Rabi,131.0,57.0,54.0
Rice,clay,5.04,15.28,81.47,193.75,Kharif,102.0,57.0,45.0
Potato,loamy,5.17,22.58,69.02,197.75,Kharif,207.0,97.0,110.0
Tomato,loamy,7.84,34.95,88.81,126.13,Kharif,206.0,125.0,106.0
Potato,loamy,5.42,26.83,89.83,228.85,Rabi,171.0,99.0,108.0
Tomato,sandy,7.09,30.02,89.14,41.47,Rabi,209.0,115.0,127.0
Sugarcane,sandy_loam,6.62,15.63,86.35,187.43,Kharif,232.0,92.0,110.0
Maize,sandy,5.1,15.02,43.94,200.23,Rabi,147.0,72.0,72.0
Wheat,sandy,6.0,29.02,78.27,235.17,Rabi,113.0,55.0,45.0
Cotton,sandy_loam,6.07,30.49,67.29,131.0,Kharif,102.0,54.0,51.0
Potato,sandy_loam,5.43,25.39,52.63,249.72,Kharif,156.0,109.0,124.0
Cotton,sandy_loam,7.84,17.69,78.36,169.7,Kharif,136.0,52.0,57.0
Potato,clay,7.07,15.44,85.53,85.27,Kharif,172.0,100.0,125.0
Cotton,loamy,7.72,25.71,82.89,52.21,Kharif,131.0,55.0,56.0
Wheat,sandy_loam,5.81,30.37,84.25,86.52,Kharif,131.0,53.0,43.0
Maize,loamy,6.73,28.78,45.34,212.43,Rabi,142.0,73.0,63.0
Sugarcane,loamy,7.49,27.93,68.2,118.49,Kharif,237.0,101.0,90.0
Maize,clay,7.06,15.36,50.81,54.59,Kharif,130.0,67.0,50.0
Wheat,loamy,5.19,24.31,52.01,138.66,Kharif,111.0,65.0,42.0
Sugarcane,sandy_loam,5.65,27.68,41.41,111.65,Kharif,252.0,90.0,86.0
Maize,sandy,5.93,34.68,81.59,138.66,Kharif,195.0,84.0,79.0
Wheat,sandy_loam,6.63,25.59,57.39,149.31,Kharif,102.0,60.0,43.0
Rice,clay,6.3,29.47,40.45,163.79,Kharif,91.0,53.0,48.0
Wheat,clay,5.15,27.07,80.34,72.95,Kharif,112.0,69.0,33.0
Tomato,sandy_loam,6.57,29.12,70.11,120.88,Kharif,156.0,125.0,88.0
Rice,loamy,5.32,28.71,44.59,242.68,Kharif,100.0,55.0,53.0
Rice,sandy_loam,7.72,34.83,50.42,114.64,Rabi,107.0,53.0,51.0
Cotton,sandy,7.04,26.65,67.65,220.47,Kharif,126.0,53.0,70.0
Wheat,sandy_loam,6.19,33.76,47.66,42.07,Kharif,114.0,59.0,41.0
Wheat,sandy,6.93,27.02,74.8,116.13,Kharif,140.0,54.0,48.0
Tomato,sandy_loam,6.52,20.96,45.58,194.53,Kharif,182.0,114.0,91.0
Rice,clay,6.25,23.58,67.05,186.25,Kharif,97.0,46.0,43.0
Potato,clay,5.5,20.73,67.66,160.14,Kharif,149.0,107.0,116.0
Maize,sandy,6.74,33.96,43.44,146.55,Rabi,163.0,82.0,63.0
Tomato,clay,6.14,28.07,60.96,239.76,Rabi,186.0,127.0,108.0
Tomato,clay,7.24,31.35,78.41,121.86,Kharif,190.0,127.0,86.0
Sugarcane,loamy,5.09,16.82,43.85,123.66,Kharif,230.0,94.0,113.0
Potato,clay,7.7,22.78,48.66,211.75,Rabi,167.0,95.0,125.0
Sugarcane,sandy,5.53,24.44,51.76,157.86,Rabi,301.0,96.0,125.0
Potato,clay,7.47,20.76,60.26,159.6,Rabi,179.0,94.0,125.0
Wheat,clay,6.13,25.67,40.01,90.66,Rabi,105.0,51.0,34.0
Tomato,loamy,7.87,26.94,40.99,62.27,Rabi,182.0,111.0,91.0
Sugarcane,loamy,6.05,17.37,47.34,79.01,Kharif,232.0,89.0,100.0
Wheat,sandy_loam,5.32,19.12,47.38,207.36,Rabi,134.0,58.0,38.0
Rice,sandy,5.5,15.31,61.17,122.93,Rabi,102.0,60.0,69.0
Rice,sandy,5.25,27.06,52.27,121.75,Rabi,118.0,62.0,69.0
Cotton,loamy,6.67,15.41,45.17,112.99,Kharif,116.0,60.0,57.0
Rice,clay,7.61,20.13,73.26,208.07,Rabi,86.0,44.0,44.0
Sugarcane,sandy,5.45,23.04,77.13,218.07,Rabi,296.0,125.0,113.0
Potato,loamy,6.01,24.83,61.98,41.3,Rabi,205.0,110.0,106.0
Cotton,sandy,7.26,19.42,41.41,245.72,Kharif,123.0,54.0,65.0
Wheat,loamy,7.7,30.64,49.77,58.22,Kharif,111.0,52.0,35.0
Wheat,sandy_loam,7.69,29.63,58.35,62.29,Kharif,113.0,56.0,43.0
Tomato,sandy,7.37,16.78,68.9,176.49,Rabi,186.0,112.0,128.0
Sugarcane,clay,5.87,21.43,40.76,193.27,Kharif,243.0,114.0,94.0
Maize,sandy,7.6,15.64,72.19,200.22,Rabi,186.0,82.0,74.0
Tomato,sandy_loam,6.63,22.15,74.51,139.01,Kharif,155.0,107.0,112.0
Sugarcane,clay,5.94,27.57,78.08,145.29,Rabi,216.0,114.0,77.0
Sugarcane,sandy_loam,7.26,33.03,55.36,137.76,Kharif,267.0,97.0,86.0
Tomato,clay,7.3,27.0,41.16,244.19,Rabi,157.0,133.0,83.0
Sugarcane,clay,5.83,29.21,71.37,42.53,Rabi,194.0,87.0,83.0
Cotton,loamy,7.51,29.6,77.46,81.19,Rabi,120.0,63.0,55.0
Sugarcane,sandy,6.91,18.75,48.54,222.77,Kharif,263.0,111.0,134.0
Potato,loamy,7.51,30.0,59.12,213.98,Rabi,198.0,105.0,113.0
Maize,loamy,7.31,18.13,77.08,165.88,Kharif,171.0,78.0,51.0
Maize,sandy_loam,7.93,23.69,47.52,137.85,Kharif,153.0,69.0,61.0
Rice,sandy_loam,6.86,24.09,79.01,249.5,Rabi,105.0,53.0,44.0
Maize,clay,5.14,27.25,51.28,229.98,Rabi,137.0,75.0,47.0
Cotton,sandy,7.75,23.09,59.68,103.58,Kharif,120.0,67.0,64.0
Rice,sandy_loam,7.23,15.5,57.74,203.84,Rabi,106.0,47.0,54.0
Cotton,clay,5.84,19.08,87.29,57.68,Rabi,113.0,61.0,49.0
Wheat,loamy,5.67,32.14,80.86,134.15,Kharif,117.0,59.0,38.0
Maize,loamy,5.46,20.02,76.92,209.28,Kharif,133.0,80.0,56.0
Maize,sandy,7.47,20.91,75.27,147.78,Kharif,155.0,85.0,76.0
Maize,clay,5.28,21.42,59.36,170.74,Kharif,132.0,68.0,46.0
Tomato,loamy,5.49,28.38,74.21,100.25,Kharif,180.0,104.0,90.0
Potato,sandy_loam,7.18,16.98,77.78,63.2,Rabi,193.0,88.0,123.0
Sugarcane,loamy,5.16,26.02,75.92,65.59,Rabi,261.0,92.0,100.0
Rice,loamy,6.23,23.45,81.09,40.26,Rabi,105.0,54.0,56.0
Tomato,loamy,6.51,27.21,49.3,177.68,Kharif,188.0,118.0,114.0
Tomato,sandy,5.79,27.75,87.72,184.01,Kharif,189.0,120.0,122.0
Rice,loamy,7.94,22.49,40.88,91.27,Rabi,111.0,51.0,43.0
Potato,loamy,6.33,32.15,41.25,57.53,Rabi,191.0,112.0,115.0
Maize,sandy,6.72,23.9,73.42,172.28,Rabi,188.0,87.0,63.0
Potato,loamy,7.27,32.4,48.7,46.01,Rabi,205.0,110.0,104.0
Rice,clay,6.97,19.81,49.58,232.83,Rabi,77.0,55.0,48.0
Wheat,sandy,7.04,32.59,65.71,153.23,Rabi,151.0,67.0,47.0
Cotton,loamy,6.92,32.97,71.49,195.57,Kharif,130.0,61.0,52.0
Potato,loamy,6.41,21.49,47.18,114.46,Rabi,204.0,102.0,132.0
Tomato,sandy,5.81,33.52,54.49,123.67,Kharif,193.0,140.0,124.0
Sugarcane,loamy,7.26,18.11,48.21,54.89,Kharif,232.0,110.0,102.0
Sugarcane,sandy_loam,6.06,33.36,89.83,238.53,Kharif,231.0,112.0,101.0
Cotton,loamy,7.43,23.15,41.32,52.19,Kharif,134.0,55.0,52.0
Sugarcane,loamy,6.39,19.17,70.38,199.38,Kharif,216.0,89.0,97.0
Potato,loamy,6.47,16.52,81.38,95.85,Rabi,165.0,91.0,105.0
Potato,sandy,5.86,29.1,58.75,67.74,Kharif,222.0,91.0,126.0
Maize,sandy,6.89,26.6,58.5,43.85,Rabi,152.0,79.0,71.0
Rice,sandy_loam,5.53,34.75,62.21,151.69,Rabi,87.0,56.0,49.0
Tomato,clay,5.99,25.13,57.69,175.91,Kharif,162.0,129.0,98.0
Maize,clay,5.55,27.2,76.31,106.04,Rabi,119.0,68.0,50.0
Sugarcane,loamy,5.93,16.0,81.59,105.17,Kharif,280.0,101.0,114.0
Sugarcane,clay,6.51,31.29,80.96,207.65,Kharif,201.0,88.0,99.0
Maize,sandy_loam,7.0,29.11,86.85,87.22,Kharif,171.0,64.0,67.0
Sugarcane,sandy_loam,5.18,31.6,48.55,118.17,Kharif,279.0,88.0,88.0
Tomato,sandy,7.43,28.69,67.05,240.42,Kharif,225.0,147.0,124.0
Wheat,loamy,5.11,21.46,67.21,155.86,Rabi,113.0,63.0,38.0
Sugarcane,loamy,7.92,32.24,40.78,245.76,Rabi,259.0,92.0,94.0
Maize,sandy_loam,7.98,28.11,67.1,200.75,Rabi,160.0,66.0,57.0
Tomato,clay,6.36,30.7,44.66,225.32,Rabi,158.0,116.0,82.0
Rice,sandy_loam,5.97,34.75,56.28,122.77,Rabi,86.0,49.0,50.0
Cotton,sandy,6.45,20.96,82.26,166.45,Kharif,143.0,63.0,68.0
Maize,sandy_loam,6.95,16.63,46.77,72.69,Kharif,160.0,73.0,61.0
Wheat,sandy,6.26,24.16,52.83,197.94,Kharif,138.0,64.0,45.0
Cotton,sandy_loam,6.65,27.68,69.45,232.19,Kharif,107.0,54.0,61.0
Potato,clay,7.7,20.2,71.44,48.89,Rabi,151.0,112.0,121.0
Tomato,clay,5.29,33.16,70.18,90.76,Rabi,174.0,106.0,82.0
Sugarcane,loamy,7.95,26.97,83.87,249.84,Kharif,249.0,106.0,105.0
Maize,clay,6.3,26.17,80.82,86.62,Kharif,124.0,75.0,51.0
Tomato,sandy,5.29,34.87,77.63,131.92,Rabi,192.0,135.0,120.0
Wheat,loamy,7.29,33.01,73.24,62.1,Rabi,125.0,66.0,39.0
Tomato,clay,5.57,27.05,49.83,78.02,Kharif,176.0,137.0,95.0
Wheat,loamy,6.72,23.84,57.34,196.75,Kharif,113.0,52.0,45.0
Maize,sandy,5.95,19.8,67.85,62.73,Rabi,186.0,74.0,82.0
Wheat,clay,7.47,25.37,63.09,106.03,Kharif,122.0,52.0,42.0
Rice,sandy,5.12,22.98,61.68,196.25,Rabi,103.0,63.0,72.0
Tomato,sandy_loam,7.57,27.21,62.93,189.76,Kharif,176.0,132.0,88.0
Maize,clay,7.26,26.66,86.79,222.21,Rabi,149.0,79.0,54.0
Sugarcane,sandy_loam,6.4,27.11,44.71,225.62,Rabi,282.0,93.0,94.0
Rice,clay,5.89,19.65,54.05,208.73,Rabi,81.0,46.0,39.0
Sugarcane,loamy,5.85,30.66,73.55,165.59,Kharif,258.0,88.0,94.0
Rice,loamy,7.69,27.73,70.7,54.0,Rabi,111.0,44.0,57.0
Rice,loamy,5.67,18.6,44.43,61.69,Kharif,86.0,45.0,57.0
Cotton,sandy_loam,5.87,31.15,64.07,177.52,Kharif,108.0,57.0,67.0
Cotton,sandy,7.14,15.74,58.89,210.01,Kharif,137.0,61.0,76.0
Potato,sandy_loam,7.27,18.35,60.8,92.6,Kharif,192.0,100.0,131.0
Maize,clay,6.08,22.94,48.71,119.41,Kharif,120.0,74.0,60.0
Sugarcane,sandy,6.75,24.69,65.96,68.24,Kharif,328.0,106.0,133.0
Rice,loamy,6.43,22.89,67.47,196.84,Rabi,114.0,43.0,45.0
Cotton,loamy,6.41,20.23,86.08,127.74,Kharif,134.0,52.0,62.0
Rice,sandy,6.84,23.36,86.64,221.87,Kharif,108.0,54.0,70.0
Rice,sandy,7.19,30.43,43.7,115.28,Kharif,135.0,61.0,64.0
Tomato,clay,5.06,22.05,73.41,150.82,Rabi,189.0,136.0,96.0
Sugarcane,clay,6.23,19.69,65.71,207.47,Kharif,224.0,93.0,87.0
Maize,clay,6.94,31.97,60.08,214.29,Rabi,155.0,69.0,57.0
